OrgNr,PeOrgNr,Företagsnamn,Firma,Juridisk form,Privat/Publikt,Registreringsdatum,Startdatum,Slutdatum,Bolagsstatus,Företagsstatus,Bransch_1,"Bransch_1, kod",Säteskommun,Säteslän,ARegion,PostAdress,PostNr,PostOrt,E-post,Telefon,Fskattstatus,Momsstatus,Arbetsgivarstatus,Storleksklass SME,Utskick,Reklam
5595796300,165595796300,Vievo Mobility AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Uppsala,Uppsala,Uppsala,SVARTMANGATAN 16,753 12,UPPSALA,adam@vievo.co,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796318,165595796318,Aldebrix AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-07,,Normalläge,Är verksam,Fastighetsrelaterad stödverksamhet,81100,Värmdö,Stockholm,Stockholm/Södertälje,KULLSVEDSVÄGEN 10  LGH 1003,139 32,VÄRMDÖ,prokopiuk0105@gmail.com,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796326,165595796326,Rightly AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,Konsultverksamhet avseende företags organisation,70200,Stockholm,Stockholm,Stockholm/Södertälje,TORGNYVÄGEN 40,187 76,TÄBY,stefan.palmquist@rightly.se,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796334,165595796334,Willan Måleri AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,Måleriarbeten,43341,Hudiksvall,Gävleborg,Hudiksvall/Ljusdal,GAMMELBANSVÄGEN 3,824 40,HUDIKSVALL,eh@m-r.se,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796359,165595796359,PolarWave Consulting AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Uppsala,Uppsala,Uppsala,VITMOSSVÄGEN 217,754 72,UPPSALA,Pwinqvist@hotmail.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796375,165595796375,WMR AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,Rengöring av byggnader,81221,Klippan,Skåne,Helsingborg/Landskrona,RINGGATAN 12,264 31,KLIPPAN,reinebagge@gmail.com,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Är registrerad som vanlig arbetsgivare,1-9 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796383,165595796383,TeamUp Media Aktiebolag,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Göteborg,Västra Götaland,Göteborg,LINGONVÄGEN 20 C,426 55,VÄSTRA FRÖLUNDA,elias.ercin@avictor.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796391,165595796391,Knotless AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,Konsultverksamhet avseende företags organisation,70200,Sölvesborg,Blekinge,Karlshamn,KUSTVÄGEN 3,294 74,SÖLVESBORG,dennis@seastone.se,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796409,165595796409,Movacus AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Landskrona,Skåne,Helsingborg/Landskrona,NANNAGÅRDEN 35,261 62,GLUMSLÖV,Andreas.moller@movacus.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796417,165595796417,Hyll System AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Linköping,Östergötland,Linköping,BOCKHORNSVÄGEN 4,587 32,LINKÖPING,simon@hyll.nu,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796425,165595796425,Två-L Städ & Hemservice AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,Lokalvård,81210,Stockholm,Stockholm,Stockholm/Södertälje,GLANSHAMMARSGATAN 50  L.1302,124 71,BANDHAGEN,ekonomi@tvalab.se,,Är registrerad för F-skatt,Är registrerad för moms,Är registrerad som vanlig arbetsgivare,1-9 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796433,165595796433,Grönlunds Teknikservice AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Västerås,Västmanland,Västerås,MUSSERONVÄGEN 8,725 91,VÄSTERÅS,,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796441,165595796441,LK Studio AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Helsingborg,Skåne,Helsingborg/Landskrona,UTGÅRDSGATAN 11,253 62,HELSINGBORG,mehadhbi@hotmail.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796458,165595796458,Neuropsykiatri i Norr AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,"Psykologi- och psykoterapiverksamhet, utom läkare",86930,Luleå,Norrbotten,Luleå/Boden,LUMMERGATAN 12,976 36,LULEÅ,e.maria.blomqvist@gmail.com,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796466,165595796466,Kabloie AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Lund,Skåne,Malmö/Lund/Trelleborg,KOMMUNIKATIONSVÄGEN 5,223 63,LUND,,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796474,165595796474,MAHALAXMI AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,Restaurangverksamhet,56110,Nyköping,Södermanland,Nyköping,ÖSTRA STORGATAN 27,611 34,NYKÖPING,TADKANYKOPINGSE@GMAIL.COM,,Är registrerad för F-skatt,Är registrerad för moms,Är registrerad som vanlig arbetsgivare,1-9 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796482,165595796482,Berglunds Bygg & Design AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,Byggande av bostadshus och andra byggnader,41000,Kristinehamn,Värmland,Kristinehamn,SKOGSGATAN 10,681 35,KRISTINEHAMN,berglundsbyggdesign@outlook.com,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796490,165595796490,Solkillarna Group K&G AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Göteborg,Västra Götaland,Göteborg,BACKA BERGÖGATA 12 H,422 46,HISINGS BACKA,info@solkillarnakg.net,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796508,165595796508,TJOG AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Helsingborg,Skåne,Helsingborg/Landskrona,DROTTNINGGATAN 7,252 21,HELSINGBORG,,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796516,165595796516,Mino 25056 Aktiebolag,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Strängnäs,Södermanland,Eskilstuna,KOPPARGRÄND 3  STRÄNGNÄS AB,645 30,STRÄNGNÄS,frank.lange@talenom.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796524,165595796524,Mino 25055 Aktiebolag,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Strängnäs,Södermanland,Eskilstuna,KOPPARGRÄND 3  STRÄNGNÄS AB,645 30,STRÄNGNÄS,frank.lange@talenom.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796532,165595796532,Bjarcon AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,Teknisk konsultverksamhet inom bygg- och anläggningsteknik,71121,Laholm,Halland,Halmstad,LYCKOVÄGEN 6 C,312 71,SKUMMESLÖVSSTRAND,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796540,165595796540,Bytecrest AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Vellinge,Skåne,Malmö/Lund/Trelleborg,MJÖLNERSGATAN 7,235 35,VELLINGE,mattiasswenson1@gmail.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796557,165595796557,Jedo Group AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Mora,Dalarna,Mora,VASAGATAN 37,792 31,MORA,Dofs3@hotmail.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796565,165595796565,MAMMADOVS TRANSPORT AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,"Passagerartrafik på beställning, fordon med förare",49330,Haninge,Stockholm,Stockholm/Södertälje,VEGA ALLÉ 142  LGH 1207 HANDEN,136 48,HANDEN,rustem.mamedov027@gmail.com,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796581,165595796581,Falconet AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,"Vägtransport, godstrafik",49410,Upplands-Bro,Stockholm,Stockholm/Södertälje,KÖPMANVÄGEN 22,197 30,BRO,falconl.bud@gmail.com,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796599,165595796599,Liveyourbest AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,Detaljhandel med hälsokost,47271,Alingsås,Västra Götaland,Göteborg,STRANDVÄGEN 103,441 44,ALINGSÅS,ksh.lind@gmail.com,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796607,165595796607,Vår Assistans i Sverige AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Sigtuna,Stockholm,Stockholm/Södertälje,ROSERSBERGSVÄGEN 24,195 71,ROSERSBERG,selma.hosseinbor@gmail.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796615,165595796615,DO Restaurang AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,Mobil restaurangverksamhet,56120,Malmö,Skåne,Malmö/Lund/Trelleborg,BLÅSEBERGAVÄGEN 33 A,216 34,LIMHAMN,danne-85@hotmail.com,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796623,165595796623,Stora Sten Företagsutveckling AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Ludvika,Dalarna,Ludvika,STORA STEN 505,772 90,GRÄNGESBERG,Henrik.hammargren@abkarlhedin.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796631,165595796631,Nordic Venture Partners AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,Dataprogrammering,62100,Kungsbacka,Halland,Göteborg,SAXOFONVÄGEN 5,434 47,KUNGSBACKA,elin@revhakeninvest.se,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796649,165595796649,Döner Kingdom AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-07,,Normalläge,Är verksam,Mobil restaurangverksamhet,56120,Luleå,Norrbotten,Luleå/Boden,ASSISTENTVÄGEN 290,977 52,LULEÅ,behnamafzali12@gmail.com,,Är registrerad för F-skatt,Är registrerad för moms,Är registrerad som vanlig arbetsgivare,1-9 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796656,165595796656,Chriskross AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,"Utvinning av sand, grus och berg samt utvinning av lera och kaolin",08120,Örnsköldsvik,Västernorrland,Örnsköldsvik,GÄRDEN 110,893 91,BJÄSTA,chris.sellgren@icloud.com,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796680,165595796680,Platinum Digital Lab AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,Tillverkning av tandproteser,32502,Järfälla,Stockholm,Stockholm/Södertälje,MINUTGRÄND 19,177 63,JÄRFÄLLA,ivan1genuk2@gmail.com,,Är registrerad för F-skatt,Är registrerad för moms,Är registrerad som vanlig arbetsgivare,1-9 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796698,165595796698,Nacka kaffe och konfektyr AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,"Partihandel med kaffe, te, kakao och kryddor",46370,Nacka,Stockholm,Stockholm/Södertälje,STRANDPROMENADEN 65,131 50,SALTSJÖ-DUVNÄS,kontakt@campuskassan.se,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796706,165595796706,Hutter Group AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Stockholm,Stockholm,Stockholm/Södertälje,BECKOMBERGA ALLÉ 3,168 60,BROMMA,andreas.hutter@speakeasy.nu,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796714,165595796714,Up to Something AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Stockholm,Stockholm,Stockholm/Södertälje,VÄSTMANNAGATAN 24,113 60,STOCKHOLM,rasmus.sundkvist@gmail.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796722,165595796722,MAED Advisory AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,Konsultverksamhet avseende företags organisation,70200,Kungsbacka,Halland,Göteborg,KULLAVIKS SKOLVÄG 12,429 32,KULLAVIK,Martina.edberg18@gmail.com,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796730,165595796730,Framstaden Projekt 2601 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Danderyd,Stockholm,Stockholm/Södertälje,DROTTVÄGEN 7,182 64,DJURSHOLM,joakim.hemgren@technius.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796748,165595796748,Stålviken AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Österåker,Stockholm,Stockholm/Södertälje,LÖNNVÄGEN 2,184 43,ÅKERSBERGA,,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796755,165595796755,Zoobutiken i Ö-vik AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Örnsköldsvik,Västernorrland,Örnsköldsvik,NYGATAN 6,891 33,ÖRNSKÖLDSVIK,zoobutikeniovik@gmail.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796763,165595796763,Petter Jonsson Fastighet i Valdemarsvik AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Valdemarsvik,Östergötland,Norrköping,DISKUSVÄGEN 8,615 33,VALDEMARSVIK,family.jonsson@telia.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796771,165595796771,Clarity Online AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,Konsultverksamhet avseende företags organisation,70200,Göteborg,Västra Götaland,Göteborg,VÄRMLANDSGATAN 16 A,413 28,GÖTEBORG,mir@nda.nu,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796789,165595796789,SalesLyft AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Rättvik,Dalarna,Borlänge/Falun,FURUDAL YXSMEDSVÄGEN 14,795 71,FURUDAL,alexanderolzen@hotmail.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796797,165595796797,Therese Stalén AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,Konsultverksamhet avseende företags organisation,70200,Stockholm,Stockholm,Stockholm/Södertälje,STORA KVINNS VÄG 58,125 59,ÄLVSJÖ,therese.stahlen@gmail.com,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796821,165595796821,Tingebro Fastigheter AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Högsby,Kalmar,Oskarshamn,MICKELSBERGSVÄGEN 30,129 50,HÄGERSTEN,,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796839,165595796839,Light and Night Taxi AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,"Passagerartrafik på beställning, fordon med förare",49330,Borås,Västra Götaland,Borås,S:T MICHELSGATAN 2 C,504 32,BORÅS,qjazbeh@gmail.com,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796847,165595796847,Macks Laser AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Lidingö,Stockholm,Stockholm/Södertälje,GÅSHAGA BRYGGA 29,181 66,LIDINGÖ,calle@sollevi.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796854,165595796854,HF Tjänst AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Götene,Västra Götaland,Lidköping/Skara,SUNTRÄLJE STORA SKATTEGÅRDEN 1,533 92,LUNDSBRUNN,henrik.reijmar@gmail.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796870,165595796870,Derome Trälycka AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Varberg,Halland,Falkenberg/Varberg,BJURUMSVÄGEN 14,432 68,VEDDIGE,,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796888,165595796888,EnvoroX AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Gävle,Gävleborg,Gävle/Sandviken,HORSNÄSVÄGEN 2,806 48,GÄVLE,,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796896,165595796896,Crumbles AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Göteborg,Västra Götaland,Göteborg,BRILJANTGATAN 4,421 49,VÄSTRA FRÖLUNDA,saraalsimani@icloud.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796904,165595796904,Ordmyllan AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Uppsala,Uppsala,Uppsala,LUTHAGSESPLANADEN 24 B LGH 130,752 24,UPPSALA,marika@ordmyllan.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796912,165595796912,Cielo Cell AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Lund,Skåne,Malmö/Lund/Trelleborg,MÅLAREVÄGEN 24,227 30,LUND,bela.rathonyi@gmail.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796938,165595796938,Isak Jonsson AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Örebro,Örebro,Örebro,JÄRNTORGSGATAN 7 B,703 39,ÖREBRO,,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796946,165595796946,Sakar Käkkirurgi AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,Tandläkarverksamhet,86230,Växjö,Kronoberg,Växjö,ORRVÄGEN 31,352 42,VÄXJÖ,sakararam@yahoo.com,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796953,165595796953,Pson Byggresurs AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,Teknisk konsultverksamhet inom bygg- och anläggningsteknik,71121,Uddevalla,Västra Götaland,Uddevalla,VÄSTRA SUNDSKOGSVÄGEN 35 G,451 90,UDDEVALLA,micaelpson@gmail.com,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796961,165595796961,Songally AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Norrköping,Östergötland,Norrköping,LAXHOLMSTORGET 3,602 21,NORRKÖPING,johannes@proguitar.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595796979,165595796979,J N J AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Malmö,Skåne,Malmö/Lund/Trelleborg,SKRÄDDAREBYN 12 C LGH 1202,218 42,BUNKEFLOSTRAND,az7862021@gmail.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
